4.40093505067913159934e+00      2.51556995994962573349e+00      
6.69315816173466693328e+00      6.33137585954514037212e+00      
6.71879908089321986608e+00      5.85466630537452381589e+00      
2.44356936840029748126e+00      5.29690560311687796968e+00      
2.46790249388565374744e+00      6.66041853027736863169e+00      
8.32553403419791493434e+00      5.96673695717032082086e+00      
8.71328380383787681751e+00      5.35045756599980482093e+00      
6.19458944887574425309e+00      5.33215430973001325299e+00      
5.92247188744443420205e+00      6.10076459406338855729e+00      
6.95381042817040651016e+00      6.77671768201216906391e+00      
5.93920138109765982648e+00      6.64879797682583184582e+00      
4.98076796521037401533e+00      3.36462474409482181770e+00      
4.69770175392000766124e+00      3.11894635286131816088e+00      
3.56249175624066882762e+00      3.80586021165080623518e+00      
2.93506360258554810372e+00      3.17259994271403078514e+00      
8.86450656867300956776e+00      3.69654351784454826557e+00      
6.59753942050789277118e+00      3.80754227232767927802e+00      
4.40745398085936201937e+00      8.52678928362512245087e+00      
8.84058713459180189886e+00      5.61969994137095341102e+00      
4.96709953264267500828e+00      8.68081516484383541865e+00      
8.08713883765163821238e+00      5.98105174117272575529e+00      
3.65488955882145472032e+00      2.73746236325020220193e+00      
2.93506360258554810372e+00      3.17259994271403078514e+00      
3.77302443488037697605e+00      4.12169889481048912216e+00      
4.19610078081536830297e+00      3.54052679307305950829e+00      
6.20920006441719252166e+00      4.14924232971446294016e+00      
4.75956849315155405833e+00      5.87133264769128970784e+00      
4.79925936356440274722e+00      6.69722064145149076353e+00      
4.36040743133096952988e+00      5.63796364056176102508e+00      
8.74030353425619566110e+00      6.83515208746674929330e+00      
7.05459971015329934119e+00      7.31755223843178370657e+00      
4.46687807830387484387e+00      3.95304234207588889305e+00      
4.70499037513186557646e+00      2.59547167213838747557e+00      
2.27556633917726314209e+00      3.60750636409545277772e+00      
2.48830420928283180260e+00      4.44089131435839590267e+00      
2.66350363799404199483e+00      6.52558561710076467932e+00      
3.94640325462337626661e+00      6.64771686333418898585e+00      
8.41220405433487172786e+00      3.58996834828424216113e+00      
8.59414240802508544448e+00      5.09105187600481379206e+00      
4.98273586098536735989e+00      4.10034183243700134369e+00      
4.24220605131135641841e+00      4.72891856658207920816e+00      
4.83050780424312176109e+00      4.97480748510539427798e+00      
4.92232995425264441280e+00      5.23420063638095811598e+00      
5.33689458873816313655e+00      6.44370696525078301420e+00      
6.60949780935871267218e+00      4.57450289547420574365e+00      
2.31988054819474109891e+00      5.34227384813459948987e+00      
5.97866206669712330068e+00      2.45573593114297583639e+00      
6.22130124518261418132e+00      6.68691108215671103920e+00      
6.68259973972262955044e+00      5.59083566053660607764e+00      
5.62878818941961256428e+00      6.41029004755085018985e+00      
6.06843228908996401572e+00      5.83282103219702285912e+00      
3.38439909931444127267e+00      3.43467004357306215923e+00      
3.37348545681286893227e+00      3.83054676043827679877e+00      
8.29396629796151607650e+00      3.40310623442046988885e+00      
6.75098281436063274441e+00      3.56510180607049242951e+00      
3.69231493940909816232e+00      7.40152013228205518658e+00      
5.71688289113342396064e+00      6.18863211106367572256e+00      
5.74200992482088867774e+00      6.05086708918705440396e+00      
6.27844926584668705516e+00      5.25707003956747520590e+00      
6.69315816173466693328e+00      6.33137585954514037212e+00      
6.03925619061075202865e+00      7.61330258112830282613e+00      
8.23718571205372640520e+00      3.90492942810592236214e+00      
8.83744203510057779738e+00      4.73892048697606327323e+00      
5.65859726158506326499e+00      8.51940891901789498775e+00      
8.53797134863824069839e+00      5.90834814244438977227e+00      
6.72897178129471384977e+00      3.16006592578991218900e+00      
2.48922866812158227745e+00      6.73767945165401904717e+00      
8.42561228678159324090e+00      6.69013207481397209619e+00      
7.07635216294926649994e+00      7.89745162220474750114e+00      
3.07115786681809233016e+00      4.94818344770001949939e+00      
4.91346341803094244227e+00      3.37145828104910982859e+00      
6.71275782941900089895e+00      6.44650590463403361241e+00      
5.72187247180067615204e+00      6.68681231422432098555e+00      
3.65089495116574358491e+00      3.23756416774964073113e+00      
3.65488955882145472032e+00      2.73746236325020220193e+00      
3.75204289508611399384e+00      7.73102299459045116947e+00      
6.69041337380655232181e+00      3.47780490271710629457e+00      
6.07384622459279199802e+00      4.59535239408384654780e+00      
4.16953908775214898697e+00      5.98169735715574368839e+00      
2.36173035377280315927e+00      4.40731597215632309172e+00      
2.52320681719697326173e+00      3.65937820004880398628e+00      
2.56285601388080763741e+00      3.23431875393510104288e+00      
2.52320681719697326173e+00      3.65937820004880398628e+00      
2.43796915373725031628e+00      5.60976430235011847003e+00      
3.89900488963878766313e+00      4.14927130744593242184e+00      
4.40093505067913159934e+00      2.51556995994962573349e+00      
3.19260498204365772423e+00      3.52200391577641003238e+00      
8.73947109207132655229e+00      4.69524925099226209113e+00      
8.39642515924422383478e+00      3.97842250991173074226e+00      
4.49561528089310957768e+00      3.15923543817481178309e+00      
4.21231817615171344471e+00      3.52871822939683799092e+00      
4.99171873539389476804e+00      5.43867333332168190196e+00      
6.20416708728657173566e+00      3.54990153283389853200e+00      
6.95381042817040651016e+00      6.77671768201216906391e+00      
6.69315816173466693328e+00      6.33137585954514037212e+00      
2.58452200531687692475e+00      5.55468788775088828658e+00      
2.32478971110592347316e+00      6.77191619977841341438e+00      
4.62272028018218339440e+00      6.70130061115831132668e+00      
4.72953869775265545172e+00      5.79628116125834402794e+00      
8.69164545810880717625e+00      6.77884466726898704536e+00      
8.38825795078340519240e+00      5.52940530816322795005e+00      
